"","user","system","elapsed","test","test_group","cores"
"1",0.155,0,0.155,"fib","prog",0
"2",0.0820000000000001,0.00700000000000001,0.089,"fib","prog",0
"3",0.085,0.003,0.0900000000000001,"fib","prog",0
"4",0.083,0,0.0840000000000001,"fib","prog",0
"5",0.079,0.01,0.089,"fib","prog",0
"6",0.087,0,0.0879999999999999,"fib","prog",0
"7",0.0789999999999997,0.01,0.0899999999999999,"fib","prog",0
"8",0.0830000000000002,0,0.0830000000000002,"fib","prog",0
"9",0.0879999999999996,0.00299999999999999,0.0910000000000002,"fib","prog",0
"10",0.0840000000000001,0,0.0840000000000001,"fib","prog",0
"11",0.0790000000000002,0.01,0.089,"fib","prog",0
"12",0.0840000000000001,0,0.0840000000000001,"fib","prog",0
"13",0.0880000000000001,0.00399999999999999,0.0899999999999999,"fib","prog",0
"14",0.0840000000000001,0,0.0840000000000001,"fib","prog",0
"15",0.0829999999999997,0.00600000000000001,0.0899999999999999,"fib","prog",0
"16",0.0830000000000002,0,0.0829999999999997,"fib","prog",0
"17",0.0840000000000001,0.00700000000000001,0.0899999999999999,"fib","prog",0
"18",0.0839999999999996,0,0.085,"fib","prog",0
"19",0.081,0.01,0.0910000000000002,"fib","prog",0
"20",0.0830000000000002,0,0.0830000000000002,"fib","prog",0
"21",0.0810000000000004,0.01,0.0899999999999999,"fib","prog",0
"22",0.0839999999999996,0,0.0839999999999996,"fib","prog",0
"23",0.0869999999999997,0.004,0.0890000000000004,"fib","prog",0
"24",0.0899999999999999,0,0.0899999999999999,"fib","prog",0
"25",0.0870000000000006,0.003,0.0910000000000002,"fib","prog",0
"26",0.0840000000000005,0,0.0830000000000002,"fib","prog",0
"27",0.0909999999999993,0,0.0910000000000002,"fib","prog",0
"28",0.0840000000000005,0,0.0830000000000002,"fib","prog",0
"29",0.0869999999999997,0.00700000000000001,0.0940000000000003,"fib","prog",0
"30",0.0859999999999994,0,0.0860000000000003,"fib","prog",0
"31",0.0810000000000004,0.00999999999999998,0.0910000000000002,"fib","prog",0
"32",0.085,0,0.085,"fib","prog",0
"33",0.0839999999999996,0.00600000000000001,0.0909999999999993,"fib","prog",0
"34",0.0840000000000005,0,0.085,"fib","prog",0
"35",0.085,0.00700000000000001,0.0910000000000002,"fib","prog",0
"36",0.0839999999999996,0,0.0839999999999996,"fib","prog",0
"37",0.085,0.00700000000000001,0.0910000000000002,"fib","prog",0
"38",0.0840000000000005,0,0.0840000000000005,"fib","prog",0
"39",0.0869999999999997,0.003,0.0899999999999999,"fib","prog",0
"40",0.0839999999999996,0,0.085,"fib","prog",0
"41",0.0810000000000004,0.00999999999999998,0.0909999999999993,"fib","prog",0
"42",0.085,0,0.0849999999999991,"fib","prog",0
"43",0.0860000000000003,0.003,0.0899999999999999,"fib","prog",0
"44",0.0839999999999996,0,0.0839999999999996,"fib","prog",0
"45",0.0859999999999985,0.004,0.0899999999999999,"fib","prog",0
"46",0.0839999999999996,0,0.0850000000000009,"fib","prog",0
"47",0.0879999999999992,0.003,0.0919999999999987,"fib","prog",0
"48",0.0839999999999996,0,0.0849999999999991,"fib","prog",0
"49",0.0869999999999997,0.004,0.0899999999999999,"fib","prog",0
"50",0.0850000000000009,0,0.0850000000000009,"fib","prog",0
"51",0.0869999999999997,0.003,0.0909999999999993,"fib","prog",0
"52",0.0839999999999996,0,0.0839999999999996,"fib","prog",0
"53",0.0869999999999997,0.00399999999999998,0.0920000000000005,"fib","prog",0
"54",0.0839999999999996,0,0.0849999999999991,"fib","prog",0
"55",0.0869999999999997,0.003,0.0899999999999999,"fib","prog",0
"56",0.0860000000000003,0,0.0860000000000003,"fib","prog",0
"57",0.0869999999999997,0.00700000000000001,0.0950000000000006,"fib","prog",0
"58",0.0839999999999996,0,0.0849999999999991,"fib","prog",0
"59",0.0800000000000001,0.01,0.0909999999999993,"fib","prog",0
"60",0.0849999999999991,0,0.0849999999999991,"fib","prog",0
"61",0.0859999999999985,0.003,0.0899999999999999,"fib","prog",0
"62",0.0849999999999991,0,0.0850000000000009,"fib","prog",0
"63",0.0809999999999995,0.01,0.0919999999999987,"fib","prog",0
"64",0.0840000000000014,0,0.0839999999999996,"fib","prog",0
"65",0.0809999999999995,0.01,0.0909999999999993,"fib","prog",0
"66",0.0839999999999996,0,0.0840000000000014,"fib","prog",0
"67",0.088000000000001,0.003,0.0910000000000011,"fib","prog",0
"68",0.0839999999999996,0,0.0839999999999996,"fib","prog",0
"69",0.0810000000000013,0.00999999999999995,0.0909999999999993,"fib","prog",0
"70",0.0850000000000009,0,0.0849999999999991,"fib","prog",0
"71",0.0869999999999997,0.003,0.0910000000000011,"fib","prog",0
"72",0.0840000000000014,0,0.0850000000000009,"fib","prog",0
"73",0.0879999999999992,0.004,0.0909999999999993,"fib","prog",0
"74",0.0850000000000009,0,0.0850000000000009,"fib","prog",0
"75",0.0809999999999995,0.01,0.0899999999999999,"fib","prog",0
"76",0.0850000000000009,0,0.0849999999999991,"fib","prog",0
"77",0.0839999999999996,0.00600000000000001,0.0909999999999993,"fib","prog",0
"78",0.0839999999999996,0,0.0839999999999996,"fib","prog",0
"79",0.0850000000000009,0.004,0.0890000000000004,"fib","prog",0
"80",0.0839999999999996,0,0.0839999999999996,"fib","prog",0
"81",0.0840000000000014,0.004,0.0879999999999992,"fib","prog",0
"82",0.0899999999999999,0,0.0899999999999999,"fib","prog",0
"83",0.0849999999999991,0.003,0.0879999999999992,"fib","prog",0
"84",0.0849999999999991,0,0.0849999999999991,"fib","prog",0
"85",0.0839999999999996,0.003,0.0879999999999992,"fib","prog",0
"86",0.0839999999999996,0,0.0840000000000014,"fib","prog",0
"87",0.0849999999999991,0.003,0.088000000000001,"fib","prog",0
"88",0.0939999999999994,0,0.0939999999999976,"fib","prog",0
"89",0.107999999999997,0,0.108000000000001,"fib","prog",0
"90",0.107000000000003,0,0.106999999999999,"fib","prog",0
"91",0.105,0.004,0.109000000000002,"fib","prog",0
"92",0.105,0,0.105999999999998,"fib","prog",0
"93",0.103999999999999,0.003,0.108000000000001,"fib","prog",0
"94",0.105999999999998,0,0.105,"fib","prog",0
"95",0.106000000000002,0.003,0.109000000000002,"fib","prog",0
"96",0.106000000000002,0,0.105999999999998,"fib","prog",0
"97",0.103999999999999,0.004,0.108000000000001,"fib","prog",0
"98",0.105,0,0.105999999999998,"fib","prog",0
"99",0.105,0.003,0.107999999999997,"fib","prog",0
"100",0.104999999999997,0,0.106000000000002,"fib","prog",0
"101",0.326999999999998,0.017,0.344999999999999,"gcd","prog",0
"102",0.385999999999999,0,0.385999999999999,"gcd","prog",0
"103",0.351999999999997,0,0.352,"gcd","prog",0
"104",0.340999999999998,0,0.340999999999998,"gcd","prog",0
"105",0.326999999999998,0,0.327000000000002,"gcd","prog",0
"106",0.401,0,0.402000000000001,"gcd","prog",0
"107",0.321000000000002,0.00700000000000001,0.327999999999999,"gcd","prog",0
"108",0.324000000000002,0,0.324999999999999,"gcd","prog",0
"109",0.404,0,0.404,"gcd","prog",0
"110",0.259,0,0.259,"gcd","prog",0
"111",0.401,0,0.402000000000001,"gcd","prog",0
"112",0.323,0,0.324000000000002,"gcd","prog",0
"113",0.346999999999998,0,0.347000000000001,"gcd","prog",0
"114",0.321000000000002,0,0.321999999999999,"gcd","prog",0
"115",0.385999999999999,0.003,0.390000000000001,"gcd","prog",0
"116",0.334,0,0.334,"gcd","prog",0
"117",0.324000000000002,0.017,0.341000000000001,"gcd","prog",0
"118",0.34,0,0.340000000000003,"gcd","prog",0
"119",0.338000000000001,0,0.338999999999999,"gcd","prog",0
"120",0.334999999999997,0.003,0.338000000000001,"gcd","prog",0
"121",0.398,0,0.398999999999997,"gcd","prog",0
"122",0.317999999999998,0,0.317999999999998,"gcd","prog",0
"123",0.337,0,0.337,"gcd","prog",0
"124",0.337,0,0.339000000000002,"gcd","prog",0
"125",0.339000000000002,0,0.338999999999999,"gcd","prog",0
"126",0.332999999999998,0.003,0.335999999999999,"gcd","prog",0
"127",0.383000000000003,0,0.383000000000003,"gcd","prog",0
"128",0.346,0.003,0.349999999999998,"gcd","prog",0
"129",0.371000000000002,0,0.372,"gcd","prog",0
"130",0.352,0.00999999999999995,0.363,"gcd","prog",0
"131",0.423999999999999,0,0.424999999999997,"gcd","prog",0
"132",0.349999999999998,0,0.350999999999999,"gcd","prog",0
"133",0.331000000000003,0.004,0.335000000000001,"gcd","prog",0
"134",0.333999999999996,0,0.334000000000003,"gcd","prog",0
"135",0.355000000000004,0,0.354999999999997,"gcd","prog",0
"136",0.417999999999999,0,0.417999999999999,"gcd","prog",0
"137",0.345999999999997,0,0.347000000000001,"gcd","prog",0
"138",0.341999999999999,0,0.343000000000004,"gcd","prog",0
"139",0.339999999999996,0,0.341000000000001,"gcd","prog",0
"140",0.341999999999999,0.003,0.344999999999999,"gcd","prog",0
"141",0.323999999999998,0.00700000000000001,0.330999999999996,"gcd","prog",0
"142",0.390000000000001,0.02,0.409999999999997,"gcd","prog",0
"143",0.338000000000001,0.003,0.341999999999999,"gcd","prog",0
"144",0.345999999999997,0,0.347000000000001,"gcd","prog",0
"145",0.336999999999996,0,0.336999999999996,"gcd","prog",0
"146",0.320999999999998,0,0.322000000000003,"gcd","prog",0
"147",0.398999999999994,0,0.399000000000001,"gcd","prog",0
"148",0.335000000000001,0,0.336000000000006,"gcd","prog",0
"149",0.333999999999996,0,0.333999999999996,"gcd","prog",0
"150",0.314999999999998,0,0.315999999999995,"gcd","prog",0
"151",0.325000000000003,0,0.324999999999996,"gcd","prog",0
"152",0.396000000000001,0.017,0.414000000000001,"gcd","prog",0
"153",0.320999999999998,0,0.322000000000003,"gcd","prog",0
"154",0.345999999999997,0,0.346000000000004,"gcd","prog",0
"155",0.398000000000003,0,0.399000000000001,"gcd","prog",0
"156",0.332000000000001,0,0.333000000000006,"gcd","prog",0
"157",0.329000000000001,0.013,0.343000000000004,"gcd","prog",0
"158",0.329000000000001,0.004,0.333999999999996,"gcd","prog",0
"159",0.322000000000003,0,0.323,"gcd","prog",0
"160",0.338999999999999,0,0.338999999999999,"gcd","prog",0
"161",0.396000000000001,0,0.396000000000001,"gcd","prog",0
"162",0.316000000000003,0,0.317,"gcd","prog",0
"163",0.316000000000003,0.00600000000000001,0.323,"gcd","prog",0
"164",0.325000000000003,0,0.326000000000001,"gcd","prog",0
"165",0.336999999999996,0.01,0.347999999999999,"gcd","prog",0
"166",0.317,0,0.317,"gcd","prog",0
"167",0.396999999999998,0,0.398000000000003,"gcd","prog",0
"168",0.335999999999999,0,0.336000000000006,"gcd","prog",0
"169",0.335000000000001,0,0.335999999999999,"gcd","prog",0
"170",0.32,0,0.320999999999998,"gcd","prog",0
"171",0.32,0.01,0.331000000000003,"gcd","prog",0
"172",0.402000000000001,0,0.402999999999999,"gcd","prog",0
"173",0.316000000000003,0,0.316000000000003,"gcd","prog",0
"174",0.340999999999994,0.004,0.344999999999999,"gcd","prog",0
"175",0.398000000000003,0.003,0.401000000000003,"gcd","prog",0
"176",0.253999999999998,0,0.253999999999998,"gcd","prog",0
"177",0.317999999999998,0.01,0.329000000000001,"gcd","prog",0
"178",0.329000000000001,0.01,0.338999999999999,"gcd","prog",0
"179",0.308999999999997,0.013,0.322000000000003,"gcd","prog",0
"180",0.329000000000001,0.003,0.333000000000006,"gcd","prog",0
"181",0.315000000000005,0,0.316000000000003,"gcd","prog",0
"182",0.32,0.004,0.323999999999998,"gcd","prog",0
"183",0.393000000000001,0.003,0.396999999999998,"gcd","prog",0
"184",0.314,0,0.315000000000005,"gcd","prog",0
"185",0.324999999999996,0,0.326000000000001,"gcd","prog",0
"186",0.314,0,0.315000000000005,"gcd","prog",0
"187",0.396000000000001,0.003,0.400000000000006,"gcd","prog",0
"188",0.328000000000003,0.00700000000000001,0.335000000000001,"gcd","prog",0
"189",0.329999999999998,0.014,0.343000000000004,"gcd","prog",0
"190",0.311999999999998,0,0.311999999999998,"gcd","prog",0
"191",0.315999999999995,0,0.317,"gcd","prog",0
"192",0.311,0.013,0.324999999999996,"gcd","prog",0
"193",0.400999999999996,0,0.402000000000001,"gcd","prog",0
"194",0.333000000000006,0,0.333000000000006,"gcd","prog",0
"195",0.327999999999996,0.0169999999999999,0.344999999999999,"gcd","prog",0
"196",0.314,0,0.315000000000005,"gcd","prog",0
"197",0.392000000000003,0,0.391999999999996,"gcd","prog",0
"198",0.317999999999998,0.023,0.341999999999999,"gcd","prog",0
"199",0.332999999999998,0,0.333999999999996,"gcd","prog",0
"200",0.335999999999999,0.013,0.350000000000001,"gcd","prog",0
"201",0.155999999999999,0.017,0.173000000000002,"hilbert","prog",0
"202",0.140000000000001,0.033,0.173999999999999,"hilbert","prog",0
"203",0.0929999999999964,0.017,0.109999999999999,"hilbert","prog",0
"204",0.0800000000000054,0.0299999999999999,0.111000000000004,"hilbert","prog",0
"205",0.0919999999999987,0.016,0.108999999999995,"hilbert","prog",0
"206",0.0899999999999963,0.02,0.109999999999999,"hilbert","prog",0
"207",0.0919999999999987,0.017,0.109999999999999,"hilbert","prog",0
"208",0.0899999999999963,0.02,0.109999999999999,"hilbert","prog",0
"209",0.0900000000000034,0.02,0.109999999999999,"hilbert","prog",0
"210",0.088000000000001,0.0229999999999999,0.112000000000009,"hilbert","prog",0
"211",0.0850000000000009,0.024,0.108999999999995,"hilbert","prog",0
"212",0.0899999999999963,0.0199999999999999,0.109999999999999,"hilbert","prog",0
"213",0.101999999999997,0.00700000000000012,0.108999999999995,"hilbert","prog",0
"214",0.090999999999994,0.0189999999999999,0.109999999999999,"hilbert","prog",0
"215",0.0829999999999984,0.0270000000000001,0.108999999999995,"hilbert","prog",0
"216",0.0900000000000034,0.02,0.111000000000004,"hilbert","prog",0
"217",0.0759999999999934,0.034,0.108999999999995,"hilbert","prog",0
"218",0.0829999999999984,0.026,0.111000000000004,"hilbert","prog",0
"219",0.0819999999999936,0.03,0.113,"hilbert","prog",0
"220",0.0990000000000038,0.01,0.109000000000009,"hilbert","prog",0
"221",0.0760000000000076,0.0329999999999999,0.109999999999999,"hilbert","prog",0
"222",0.0849999999999937,0.0269999999999999,0.11099999999999,"hilbert","prog",0
"223",0.0599999999999881,0.05,0.110000000000014,"hilbert","prog",0
"224",0.0879999999999939,0.0229999999999999,0.11099999999999,"hilbert","prog",0
"225",0.0769999999999982,0.0329999999999999,0.109999999999999,"hilbert","prog",0
"226",0.0889999999999986,0.02,0.108999999999995,"hilbert","prog",0
"227",0.0859999999999985,0.0230000000000001,0.109999999999999,"hilbert","prog",0
"228",0.0800000000000125,0.03,0.109999999999999,"hilbert","prog",0
"229",0.0939999999999941,0.0169999999999999,0.111000000000004,"hilbert","prog",0
"230",0.0889999999999986,0.0229999999999999,0.112000000000009,"hilbert","prog",0
"231",0.0929999999999893,0.0169999999999999,0.109000000000009,"hilbert","prog",0
"232",0.0900000000000034,0.02,0.109999999999999,"hilbert","prog",0
"233",0.0919999999999987,0.0170000000000001,0.109999999999999,"hilbert","prog",0
"234",0.0869999999999891,0.0229999999999999,0.111000000000004,"hilbert","prog",0
"235",0.0829999999999984,0.026,0.109999999999999,"hilbert","prog",0
